,Unique ID,Month,Day,Hour_Interval,Born in New York State,Car-free commute (% of commuters),Disabled population,FHAVA-backed home purchase loans (% of home purchase loans),Foreign-born population,Higher-cost home purchase loans (% of home purchase loans),Higher-cost refinance loans (% of refinance loans),"Home purchase loan rate (per 1,000 properties)",Home purchase loans in LMI tracts (% of home purchase loans),Home purchase loans to LMI borrowers (% of home purchase loans),Homeownership rate,Households with children under 18 years old,"Housing choice vouchers (% of occupied, privately owned rental units)",Housing units,Income diversity ratio,"Index of housing price appreciation, 5+ family building","Index of housing price appreciation, all property types","Index of housing price appreciation, condominium",Labor force participation rate,Mean travel time to work (minutes),Median household income (2018$),"Median household income, homeowners (2018$)","Median household income, renters (2018$)","Median rent, 2- and 3-bedrooms (2018$)","Median rent, all (2018$)","Median rent, asking","Median rent, recent movers (2018$)","Median rent, studios and 1-bedrooms (2018$)","Median sales price per unit, 1 family building (2018$)","Median sales price per unit, 2-4 family building (2018$)","Median sales price per unit, 5+ family building (2018$)","Median sales price per unit, condominium (2018$)",Moderately rent-burdened households,"Moderately rent-burdened households, low income","Moderately rent-burdened households, moderate income","Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","Notices of foreclosure, all residential properties","Notices of foreclosure, initial, 1-4 family and condo properties","Notices of foreclosure, repeat, 1-4 family and condo properties",Percent Asian,Percent Hispanic,Percent black,Percent white,Population,Population aged 25+ without a high school diploma,Population aged 65+,"Population density (1,000 persons per square mile)",Poverty rate,"Poverty rate, population aged 65+","Poverty rate, population under 18 years old","Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","Pre-foreclosure notices, 1-4 family and condo properties",Private eviction filings,Private eviction filings per 1000 private rental units,"Properties entering REO, 1-4 family",Public housing (% of rental units),Racial diversity index,"Refinance loan rate (per 1,000 properties)",Rental vacancy rate,Residential units within 12 mile of a subway station,Residential units within 14 mile of a park,"Sales volume, 1 family building","Sales volume, 2-4 family building","Sales volume, 5+ family building","Sales volume, all property types","Sales volume, condominium","Serious crime rate (per 1,000 residents)","Serious crime rate, property (per 1,000 residents)","Serious crime rate, violent (per 1,000 residents)","Serious housing code violations (per 1,000 privately owned rental units)",Severe crowding rate (% of renter households),Severely rent-burdened households,"Severely rent-burdened households, low income","Severely rent-burdened households, moderate income",Single-person households,"Students performing at grade level in English language arts, 4th grade","Students performing at grade level in math, 4th grade","Total housing code violations (per 1,000 privately owned rental units)",Unemployment rate,Units authorized by new residential building permits,Units issued new certificates of occupancy,Entries,Exits
"Serious crime rate (per 1,000 residents)",-0.3428487848827251,-0.0016024696736904281,0.0001945674862084677,-0.013769774200016033,0.5393855465029642,0.5916816953141626,0.7550877066368054,-0.5946481515530674,-0.4763641431433916,-0.617280841056897,-0.44399987938300167,-0.8757689494024498,-0.5693694320315166,0.6503143611686367,-0.8229019895528167,-0.4392789810991171,0.6186045581885855,0.022089669673956105,0.3510325323765102,0.29258256734595134,0.8962912142357794,0.6356649044622928,-0.8454478921773151,-0.5294488514168051,-0.5626584806118514,-0.14932182353184434,-0.5531351243444032,-0.8440702834832763,-0.7266093938606512,0.3380592830966949,0.027718653957386395,-0.4676852428610836,-0.05617531713808041,-0.09549857932977417,0.04440841257757664,0.13711120968145293,0.20890221391201322,-0.2421480174575191,0.2526758779844001,-0.6505395142428871,-0.7111244110412955,-0.7079574902550035,-0.6955011917774776,-0.32432984938444037,0.16974483353985645,0.7743030791814856,-0.1857843153135123,-0.3795120225632335,0.5358641487384366,0.04424304560191194,0.5122755049320036,0.8798449660161622,0.8587652772181535,0.8756992140713696,-0.5114446025652534,-0.6589122850704043,0.6968596082353697,0.44979234237823557,-0.6476656775560641,0.8927699475459694,-0.10378925051668708,-0.8390120055217649,-0.18623718057385652,0.06152585967931458,0.6974517900166284,-0.602117101351266,-0.6909847913420382,0.4302462750050343,-0.6362878521155076,-0.04900070367695272,1.0,0.860727372746413,0.8932332474483555,0.826829298789602,0.06790713325887919,-0.41438898014527825,-0.840539963698936,0.2621891883719385,0.6819509268964509,-0.2520232547214582,-0.2976184492837818,0.813175157681432,0.6305708074523468,0.4933903170024175,0.6441633775089954,0.3505332860240368,0.4552357495376726
"Serious crime rate, property (per 1,000 residents)",-0.542829927396325,-0.0015831080399899787,1.5817706681659813e-05,-0.01713775995909053,0.41113581229911017,0.6835544728864378,0.3778739001173146,-0.6854902158597019,-0.6404347968053803,-0.7317160939061457,-0.4297582582562752,-0.8225585773131393,-0.7195594623134625,0.24750272338702917,-0.6855064961307784,-0.6983988745049217,0.25188470966379034,0.4276321380079838,0.6695839751592304,0.4149118158073476,0.7914076814336213,0.17952979030036584,-0.696442121692972,-0.8449873716606954,-0.199926772732755,0.21299841544088285,-0.1835665791643634,-0.60060474765073,-0.3651864465734865,0.6876751970413463,0.4874215320496814,-0.013128303538497968,0.24989859602433484,0.19290251745156026,0.5004571532351043,0.5460829950937516,-0.150630980314679,-0.6263410014547997,0.6574027138129273,-0.8121032149204439,-0.8119742133116866,-0.8104612847773324,-0.800491577972527,-0.22779569095211805,-0.2612491288812575,0.4317627674338935,0.25550402600020206,0.05423733914612154,0.20640729698271906,0.5282339660732015,0.8059056572224945,0.6361433035637617,0.6604484243735718,0.6041180626779022,-0.7503551874195401,-0.7551704877650355,0.4214894953027782,-0.06021510322233386,-0.7382419542902725,0.7407882532387191,-0.2858843540930902,-0.7976620307315301,0.0864493087939699,0.08132796609564866,0.8260767453462685,-0.692762677643283,-0.8452489869411152,0.7285906858266367,-0.2706113332463695,0.3405758097884502,0.860727372746413,1.0,0.5399574259246457,0.5051290143383378,-0.05082009246794611,-0.600509384240086,-0.7454342249993025,0.5551697502467424,0.7909630488850445,0.21963548077184328,0.17665917217819277,0.4952156491702929,0.2996327559343379,0.6175837894966345,0.8815584515147151,0.3701632854324119,0.47031852153083703
"Serious crime rate, violent (per 1,000 residents)",-0.08745494334902404,-0.0012513721545072368,0.00030772898231748723,-0.0076313982970501095,0.5287184037648442,0.3745922646705689,0.9147373487387691,-0.3777874206554907,-0.22200784326602024,-0.3743829601872513,-0.35456047076308417,-0.721538723251114,-0.30590243117416116,0.8566449421808074,-0.7551689625770613,-0.10949875713009848,0.8003457593144594,-0.34115003146780837,-0.010959773992075653,0.11731838567183803,0.7829819605508876,0.8924553290675507,-0.7827884091101659,-0.12912301157513742,-0.7537321144960127,-0.4350038388413924,-0.7524350369672484,-0.8651516530806145,-0.8788563959405836,-0.04838748264588407,-0.38464742659938234,-0.7616783154439986,-0.31358423306882155,-0.3282640892737002,-0.36856521443993007,-0.25558550870181895,0.4784330842268046,0.15279888958994606,-0.16282494577230025,-0.3583772588212768,-0.45866252985801104,-0.4547625065624076,-0.44297218337146144,-0.3350654077250778,0.5113850662310159,0.8989149352721176,-0.5328308972056708,-0.6753878390804233,0.7037068213838833,-0.3933703661579064,0.1352444413492978,0.8929149780278094,0.8365960976644761,0.9143442036375291,-0.1829313029009112,-0.4225022874179621,0.7799426301630431,0.7968690355841578,-0.4188579210461211,0.8218655984738672,0.08087975156383513,-0.6827525868734786,-0.38427509215886707,0.029900462609515614,0.4236011803016196,-0.3837137733357255,-0.39597620809622075,0.06789944547672581,-0.8130445471202908,-0.38180536871648346,0.8932332474483555,0.5399574259246457,1.0,0.9209669286182471,0.1571608962727883,-0.15479888000302594,-0.7314051115898675,-0.056806194842060655,0.4289834549375926,-0.6106725235241022,-0.6481043042292828,0.9071463276289671,0.777961020687493,0.2703403899431769,0.28649393082395896,0.25265506122346243,0.3373161764526768
"Serious housing code violations (per 1,000 privately owned rental units)",-0.23368877541422642,-0.0004893793263457438,0.00044429673348108474,-0.01650676951709765,0.7059424084934185,0.47426434005794865,0.9343369250631436,-0.4408809385117326,-0.45294358707564025,-0.595578671993478,-0.6089703993004117,-0.8285227659908164,-0.5365181546932274,0.6411025560167076,-0.8156816452312633,-0.3510155561661477,0.9510330955759491,-0.19309856526710614,0.21827105855009366,0.29645290025648846,0.8464476646610739,0.9007688238141007,-0.7424269228045646,-0.2474332264002201,-0.6041160274140264,-0.24778303934081208,-0.5924569164170348,-0.9240758196047316,-0.8545597140746336,0.14345258177997355,-0.20175703799021893,-0.6345151804918074,-0.12460681849296781,-0.15057687381345203,-0.23154402881700825,-0.0703224802024271,0.31633696730514527,0.07259832769395498,-0.012246048823689256,-0.5366228618099838,-0.5789377204726299,-0.5544820957233966,-0.5900854268617506,-0.4251912672674807,0.2980205819369668,0.9457355324548858,-0.3474113180283827,-0.6295035941747013,0.5175572376128086,-0.26079768682807014,0.25070274905862433,0.9239864662920179,0.8905356436085904,0.8968467981932021,-0.37969807379320936,-0.5612878112341426,0.8810206592655524,0.7827238512452437,-0.3929938355744502,0.9322024739835153,0.07849667795588482,-0.6509758413948071,-0.04822240680089625,0.3736787967243869,0.5564394574218032,-0.4664170394607724,-0.5544650971077996,0.2105478127931794,-0.7150118102421059,-0.21229221285235708,0.826829298789602,0.5051290143383378,0.9209669286182471,1.0,-0.19613649514560816,-0.43377957112804305,-0.8841599771491834,0.1544583987372396,0.5859047550956515,-0.41408052845634935,-0.4358351648432495,0.98988303931842,0.9372617833404651,0.4902497715462521,0.4051199380543007,0.13631689681535092,0.24503999811778202
Severe crowding rate (% of renter households),0.24161794737773945,-0.0018295904892179956,-0.000520296953198048,0.029808781600193984,-0.6329985457610514,-0.02445347377841809,-0.09236923413535222,-0.06764017027138122,0.643949608444788,0.48051046963615346,0.5524721968266108,0.2364064425022637,0.5882498437993462,0.6035584437793344,0.01741521040761802,0.6015036743459898,-0.34862566793531896,-0.2762677494704613,-0.5775109937266079,-0.4429053528934688,-0.08764845356858386,0.08790614375619418,0.12254061510221137,0.3148442894930705,-0.3533219033251354,-0.40925648852756424,-0.33798231140811213,0.2034386044222469,-0.045072300473495176,-0.4669165360943742,-0.46065025007927596,-0.25249196005391283,-0.39923242974997986,-0.358572381169102,-0.28486434943630096,-0.41577922212659596,0.5508525876838584,0.3224199949542604,-0.36046245330891236,0.4307767098150596,0.19750814657976665,0.1233603441327113,0.2694874042958849,0.07296657779257329,0.715687507683202,-0.21651947345480094,-0.4653349871142053,0.014707524491691553,0.38837700485321114,-0.38177452158548014,-0.23753089684764683,-0.07549473726865838,-0.16643743943710737,0.0468861122629007,0.43509746678460803,0.19282321594809948,-0.07156955507868104,0.11488296832730678,-0.24390478814987973,-0.29408543176474566,-0.24109288678444002,-0.20683515980694983,-0.6912280258810315,-0.5824822259345719,-0.25523965879639615,-0.012937533124865905,0.38602525524922365,-0.279301008827918,-0.3034787743303222,-0.3806879357056395,0.06790713325887919,-0.05082009246794611,0.1571608962727883,-0.19613649514560816,1.0,0.6304963060375205,0.3735501692104209,-0.48360649714655235,-0.286198713684567,-0.5778040054942312,-0.5902471593827172,-0.15278206288733787,-0.4140062197352002,-0.48505032176352075,-0.32449525275898505,0.33649910508392095,0.25464349371308087
Severely rent-burdened households,0.6994724116493249,0.00015861278721411364,-0.00012116577329541003,0.025328911429178563,-0.5588043786248111,-0.772536452047488,-0.2541475757567258,0.7247754420925013,0.9218415860781758,0.9645163834710258,0.8640623612973116,0.7782630637049752,0.9708217562185754,0.2662198437961384,0.5778516437549577,0.9454636900239644,-0.39574145023243956,-0.7362511527460773,-0.9514620197740161,-0.507206471620246,-0.66114396537062,-0.09797547706827621,0.22590444519091132,0.8583178585839002,-0.29081631502630284,-0.6659669974944565,-0.33541707507361473,0.3991830687187345,0.06801159531467135,-0.9152772996269366,-0.7643524136071927,-0.38522988489415927,-0.7025801670456557,-0.6524065476266566,-0.719774050254554,-0.8384858602088482,0.4886011681701557,0.6733617231627936,-0.8318947216007618,0.9472137146652977,0.8696897415626738,0.8346665876800848,0.9006650418800412,0.49976708244468065,0.5773096492519368,-0.30998178096409157,-0.6513254543853889,-0.31310809634302594,0.3724665895887756,-0.6832878651395302,-0.8181600670307625,-0.4050543264565474,-0.44417041625343473,-0.2869853364851519,0.9616614927059596,0.8691887586095031,-0.542069095705882,0.11428237438377338,0.5964147596437188,-0.6663765207797825,0.4411127898485812,0.5678048665780073,-0.8116675761251464,-0.7832222793591163,-0.8952289138717933,0.7586488930554686,0.9269013209148631,-0.887138800878034,-0.1082911687731227,-0.7111662368409558,-0.41438898014527825,-0.600509384240086,-0.15479888000302594,-0.43377957112804305,0.6304963060375205,1.0,0.7697922457078705,-0.9061216461117926,-0.9045254894341687,-0.5843240594845078,-0.5817518825594529,-0.46974530667448483,-0.39616007317556395,-0.9417433150560456,-0.8264672913641609,-0.0685320531585585,-0.1459562273337085
"Severely rent-burdened households, low income",0.5529913854498907,0.00041272242416194946,-0.00032657781979093684,0.023002390851929053,-0.6864239103687672,-0.7411140965831683,-0.7179336990328805,0.6928066325398105,0.7276199753430609,0.8904364273305838,0.7535071986503237,0.9752066014196213,0.8332871312339194,-0.34693017896214406,0.896814517394514,0.7412967446151291,-0.7828440978927934,-0.22708704244469574,-0.6318670823046546,-0.5429001158321148,-0.9516398520232792,-0.6323358799574713,0.7149609605270583,0.6562891842423781,0.34966171108063815,-0.09951279831610971,0.3171315582804674,0.8756248170854954,0.665742147873112,-0.5739645327096821,-0.26757032615820503,0.27027103698924354,-0.18985777907435153,-0.13846470915078246,-0.23629309669641183,-0.3810689214132907,-0.03388016828572062,0.29728057520536927,-0.44074106328671453,0.8500490023679812,0.8504837519253841,0.827333859953896,0.8712911784719413,0.4269715015775145,0.0807949649793124,-0.762909120936056,-0.057373700212692634,0.2792662372336514,-0.2656714449152831,-0.20894790431906857,-0.6587621503327379,-0.8846653622640782,-0.8906441374413094,-0.8182584118983726,0.754021348055983,0.8392811901577365,-0.819474414534753,-0.4153211786762411,0.6143918090804882,-0.9883732307046084,0.13587461078740976,0.7781949984599955,-0.2883878883956495,-0.5682724884254772,-0.8487090474988271,0.7250403015379355,0.862753315308033,-0.6078207645237131,0.5020832997411327,-0.1712238929013316,-0.840539963698936,-0.7454342249993025,-0.7314051115898675,-0.8841599771491834,0.3735501692104209,0.7697922457078705,1.0,-0.5228553032067924,-0.875442050522555,0.0017647139137504932,0.016030976244052694,-0.8844931274907087,-0.8046758916338377,-0.7557457706155634,-0.7715769202573083,-0.19311846903298405,-0.32490035916936444
"Severely rent-burdened households, moderate income",-0.5980751434483736,-0.001176928416548788,-9.206744276670358e-05,-0.020382114510639992,0.4545520281405861,0.6853818970618012,0.0770726133032156,-0.6861138110864522,-0.9123543096624731,-0.8223213993560033,-0.8067968530129875,-0.6023908250522153,-0.8945436779675923,-0.40887474120729045,-0.3079396388108969,-0.8191261010786017,0.10273409870165381,0.9212999922658128,0.9405749506259142,0.18573918043662618,0.43881157078967,-0.17686220444801995,0.04389009680481514,-0.8616270721364107,0.5895346099990646,0.8963945694252133,0.6222716858512799,-0.05648905479081566,0.28641114598366696,0.9471853989678737,0.869179228341455,0.6599581445907572,0.9199150036611896,0.8883709131550724,0.8505272972684688,0.938560662439501,-0.7369729605871812,-0.8858642517012147,0.91824725577565,-0.8773547656207451,-0.798091283053505,-0.7615491403242715,-0.8044000483502971,-0.6169859371399111,-0.677362834983165,0.1056403318015497,0.863116196944976,0.6158214939329213,-0.6409134203547981,0.8144095863819264,0.7542551580702636,0.08333543086761135,0.1073851428625811,-0.027155450480344356,-0.9162880054111628,-0.7654491646801076,0.36428749452150966,-0.34096816402121527,-0.62268679766335,0.4080505461900161,-0.6791633144908538,-0.49619210398223224,0.8335850918163068,0.5830418721904959,0.8284497280659188,-0.7015441165026085,-0.8503449630149942,0.937041148768551,0.4307699038213394,0.928750921262598,0.2621891883719385,0.5551697502467424,-0.056806194842060655,0.1544583987372396,-0.48360649714655235,-0.9061216461117926,-0.5228553032067924,1.0,0.7858903578485801,0.7525720918691818,0.72563659531942,0.21604392484714496,0.04391086305993432,0.9329599363084085,0.7102671908655415,0.08177826966435389,0.08379021803942961
Single-person households,-0.7461733325771989,-0.0008720364931088811,-1.845124083030018e-06,-0.018388953153145857,0.4370923694352794,0.9440976593997306,0.38782342085125043,-0.9166490676442273,-0.7963846670303513,-0.9774573725889569,-0.7684073442521572,-0.9280463356049627,-0.9100695760413582,0.10522830441371808,-0.8265287031746138,-0.8826412648126656,0.4443883867357895,0.6319860272107424,0.8485935284873908,0.51991256701486,0.8835532923644045,0.3060601055334189,-0.4162248691939932,-0.8893722956549348,-0.016013684876218886,0.45107152882303525,0.04373073105520333,-0.5794479923745638,-0.3098560895493092,0.8433707748925273,0.6174493673349889,0.16000991471430762,0.5095142328492284,0.45895727673238396,0.6389976310442317,0.7305080101256962,-0.1879600897884701,-0.574313094722367,0.7722279427191238,-0.9656519867346905,-0.9891600389558343,-0.9841078308737669,-0.9972598796323332,-0.50007136431808,-0.2767357605184095,0.4099084426642951,0.4195561438024605,0.20198668688739585,-0.06678128299742996,0.5621743509121053,0.8985104015751185,0.6389889069121599,0.6472098594820049,0.561244316492589,-0.95290900928707,-0.9920767059826663,0.6978104021295943,0.03983721424598041,-0.8438492381200091,0.8087596640427731,-0.5171539768566553,-0.8539826683035653,0.5416096704010024,0.6557778105038523,0.9899282016058893,-0.9366637868862581,-0.9722860005418048,0.8988671603255372,-0.2072103624843417,0.5356679895375388,0.6819509268964509,0.7909630488850445,0.4289834549375926,0.5859047550956515,-0.286198713684567,-0.9045254894341687,-0.875442050522555,0.7858903578485801,1.0,0.3079394682315889,0.3005718467243011,0.630918301548793,0.4434211082141797,0.8836665894284245,0.9067991982280502,0.27483033437009957,0.36589079639008926
"Students performing at grade level in English language arts, 4th grade",-0.3791483315538577,0.00017458553745109583,-0.00010935679854637514,-0.017097734168009207,0.13213154052516554,0.18079558882777175,-0.48525520917079074,-0.16321599622085992,-0.5995642851078903,-0.3939548619177639,-0.32424874881959515,-0.03405857766897737,-0.5235536591734189,-0.8754541387295531,0.24650381245045191,-0.620014640014552,-0.40648580719934424,0.8303236882862818,0.7562785853952702,0.1975413151624227,-0.1386508400926223,-0.7336439212229369,0.2904319897834958,-0.625728047899102,0.8290780464611712,0.8609426892486464,0.8314789297411855,0.3730443439604286,0.6736114634523319,0.7664242583718129,0.9194429344544509,0.8884750668911405,0.7882933653328726,0.7560468778837721,0.8503959085579881,0.8508658752942833,-0.8937578605300435,-0.8171797490825168,0.8068344390966776,-0.46670023895258866,-0.28404587206138887,-0.24775555710352143,-0.30940424810817035,-0.08166598982361055,-0.9611317161849803,-0.40343560067013684,0.9584312832700204,0.7547621247222643,-0.8023649415883722,0.9134534361563473,0.5198183749750361,-0.4127485900776558,-0.32585069989065435,-0.5126039000828285,-0.5808944212239756,-0.2594535240858612,-0.3185696604291198,-0.8064499261288546,-0.10327431015411691,-0.12870414405717223,-0.3408338662226443,0.1074547726187178,0.7750876518116343,0.28845778685120566,0.3474159543606573,-0.17997930810117327,-0.42961153569776844,0.6337252517134144,0.7939519205535983,0.8748083130937674,-0.2520232547214582,0.21963548077184328,-0.6106725235241022,-0.41408052845634935,-0.5778040054942312,-0.5843240594845078,0.0017647139137504932,0.7525720918691818,0.3079394682315889,1.0,0.9945137577203945,-0.4029682057198938,-0.3787408335657635,0.4943855316842223,0.45343954065325814,-0.11276282951266052,-0.12288246079256285
"Students performing at grade level in math, 4th grade",-0.40193158947657653,0.0004913596815664206,-0.00011427009764007939,-0.016268698484588017,0.07593655698640515,0.18631201487315935,-0.5336282646964076,-0.15902991440886755,-0.55957601508234,-0.3887186205291446,-0.2939349545189034,-0.009288429697930771,-0.49878027252161067,-0.8971425876211939,0.2373665129979877,-0.6283688974016624,-0.4187077836920508,0.8174108371233226,0.7468099460389177,0.2587290351418373,-0.15010404577707503,-0.7403136239411665,0.3105646523442989,-0.6084201819471172,0.8143418036630106,0.8365782372024567,0.8230528289000161,0.37558140795848816,0.665683435890942,0.7547135929231529,0.919817838595532,0.8891143133021483,0.756723486620384,0.7227222412801965,0.8525533378282673,0.8448588095021773,-0.8504274226227982,-0.7646941712079053,0.7960974263472635,-0.44309097159562855,-0.2645288359370574,-0.23305204309856012,-0.2949688499110961,-0.026816829524587957,-0.9528749366275984,-0.4504538114022016,0.9434252776487705,0.7534796646640506,-0.792784928858125,0.908014978883492,0.526201476511925,-0.4150032010464807,-0.3235586860971548,-0.5150145127133069,-0.5705370206335795,-0.25481269602919426,-0.3375630529870629,-0.8194363076646562,-0.08172808572703902,-0.1481334961722801,-0.31413193029956443,0.13415206813199934,0.7946158276224298,0.3359663222557116,0.3266376342696276,-0.17781172021701883,-0.40555175824307993,0.6166617590346869,0.7749446170544202,0.8497287641962851,-0.2976184492837818,0.17665917217819277,-0.6481043042292828,-0.4358351648432495,-0.5902471593827172,-0.5817518825594529,0.016030976244052694,0.72563659531942,0.3005718467243011,0.9945137577203945,1.0,-0.42522856958852134,-0.3778398750177806,0.46303655297617907,0.45086176986632254,-0.12327710146389327,-0.1254886763210664
"Total housing code violations (per 1,000 privately owned rental units)",-0.2652471351204653,-0.0007554787021644573,0.00037035668645699543,-0.014675044568341025,0.6792963037433498,0.5490721149934937,0.9319857385182587,-0.5254505213978319,-0.47570081191104824,-0.628001124637715,-0.665428118147098,-0.8498234497195488,-0.5614157406312704,0.6485757745014754,-0.8344661386185817,-0.3563091947587856,0.9415549535603841,-0.1173919255775385,0.24457773585962397,0.2408985310160798,0.8645293378549285,0.907540443073083,-0.6586649626632617,-0.2726253890577037,-0.5475203829915121,-0.1731538230224228,-0.5268567999688815,-0.8779820467526599,-0.8055962132531895,0.18025437897033672,-0.17140153926298152,-0.5728248547273651,-0.04242767839221639,-0.06275595386243175,-0.1815819471840504,-0.01982761317070797,0.29647538497933273,0.04038981140117448,0.029338438937415685,-0.5691278599761418,-0.6340570822205055,-0.6129501206847734,-0.6389473580361893,-0.5267773516871983,0.32291568356202,0.9237702022247622,-0.298730302770607,-0.5458620516431044,0.44798213783060975,-0.24068737972206458,0.27597744409101777,0.8981250531610486,0.8512127376870997,0.8692574275202128,-0.42132602614400094,-0.6203815383214328,0.9389501771761597,0.7842490652619334,-0.47694003849602473,0.9231694305300818,-0.049905014537863814,-0.70956353696781,0.010136630770707476,0.4296075744497442,0.605405004766854,-0.5468902862737453,-0.5844768733685167,0.2712448317136561,-0.6821268491364031,-0.14247670082113567,0.813175157681432,0.4952156491702929,0.9071463276289671,0.98988303931842,-0.15278206288733787,-0.46974530667448483,-0.8844931274907087,0.21604392484714496,0.630918301548793,-0.4029682057198938,-0.42522856958852134,1.0,0.9005760639633384,0.5491191172259707,0.4050309463744061,0.15892046037441013,0.24996080425475958
Unemployment rate,-0.17294059035774173,0.0007272089261632541,0.0006018575072005214,-0.019469501801659336,0.7074137662729906,0.29091969682089314,0.838204383942214,-0.220512888449365,-0.3811098514242758,-0.5114585197881729,-0.538366801880234,-0.6785090544012399,-0.45723248821665086,0.46984704976516306,-0.6949511022855138,-0.333582404772786,0.969093221202898,-0.317041015808402,0.1590718670655693,0.42486660042203733,0.6958574731225682,0.848371670192093,-0.7066063666539454,-0.10525519707060421,-0.5892096386018106,-0.32346319526021133,-0.5848111776779625,-0.9029314151756629,-0.8484308143491984,0.04861222312798834,-0.24475107372179203,-0.657913934179854,-0.2232289405431482,-0.2537019675239182,-0.3243015450985575,-0.15768043124301945,0.32423493323810193,0.2247239075655486,-0.12470108968275519,-0.4080374813314417,-0.3936859732984999,-0.35899791311039614,-0.43116624937194775,-0.2353447184866211,0.21278299867209266,0.8821143799812792,-0.3854653275081348,-0.7339643753833711,0.5019661823903164,-0.32120818986640187,0.12969649997603463,0.8549716434067393,0.8507963644559446,0.8144456580719499,-0.2673160328861583,-0.3983022527702419,0.7457791004138788,0.7658352262378483,-0.11398064576209853,0.8443140293649084,0.33118458245798266,-0.389768454946156,0.01461276714794682,0.45797754998511736,0.3828379808449303,-0.26057972830430215,-0.41462325041824605,0.04743209620815705,-0.6777744478477146,-0.3112964745847646,0.6305708074523468,0.2996327559343379,0.777961020687493,0.9372617833404651,-0.4140062197352002,-0.39616007317556395,-0.8046758916338377,0.04391086305993432,0.4434211082141797,-0.3787408335657635,-0.3778398750177806,0.9005760639633384,1.0,0.36978239119812917,0.30193881891215624,-0.01996377916255014,0.11240833782986998
Units authorized by new residential building permits,-0.5875990372451879,-0.0012683578120090669,6.571493323804996e-05,-0.022749128634327476,0.6497205832684674,0.7671663745827553,0.41350169240791446,-0.7598839233650683,-0.9540145834478211,-0.9196168625622964,-0.9481114636719207,-0.8080262079424143,-0.9626239759922262,-0.12478742770389582,-0.5447006189071979,-0.8112551837443431,0.4434060862814894,0.7391136141436366,0.8802872533411209,0.21740345932693841,0.6684205762992474,0.18556389934694512,-0.17130919261054714,-0.8088273501010661,0.32586926127455135,0.7141829550367421,0.3602768032962686,-0.34942228847901236,-0.032833453248656684,0.8595646910232148,0.6660089649788844,0.3607800005887056,0.784546315008244,0.7531429122742865,0.6433725564883698,0.7830021612546285,-0.5345360461690952,-0.7312062707897725,0.7766816488307555,-0.9425983203394235,-0.8960239850810141,-0.8543511478514597,-0.9037177422499643,-0.7438943358935243,-0.45745443385953966,0.43188471862124117,0.6311712909521577,0.3263964132986539,-0.40965242968503907,0.5884015434554719,0.7132856975455997,0.3776170817734667,0.37831236494057197,0.27067846793501643,-0.9212773004570579,-0.8631587003180403,0.6604400086701384,0.011554886248913937,-0.6836238541811654,0.6705249194057628,-0.6013235008710454,-0.6595994532611534,0.7324710717962385,0.6694415653608593,0.9111259697345935,-0.7812029009155285,-0.9221732367125801,0.8831675490614964,0.13915114028416883,0.7452532084460866,0.4933903170024175,0.6175837894966345,0.2703403899431769,0.4902497715462521,-0.48505032176352075,-0.9417433150560456,-0.7557457706155634,0.9329599363084085,0.8836665894284245,0.4943855316842223,0.46303655297617907,0.5491191172259707,0.36978239119812917,1.0,0.7214379353547717,0.10709187084847528,0.13584612079040054
Units issued new certificates of occupancy,-0.7536434624203148,-0.00032333743658386843,1.6499136765950513e-05,-0.02057359143276082,0.32687544570297755,0.8053043996810837,0.15907653540246658,-0.7612555381122272,-0.7244908137570947,-0.8919681685189016,-0.524733313849747,-0.8089135272809318,-0.8402053713787588,-0.052481924626079306,-0.7117269613851751,-0.9350947935792673,0.21548599781130554,0.6153187804148553,0.874421265753879,0.6979972766326095,0.7712540085451411,0.050617097884592795,-0.5375469661935073,-0.9540340133148781,-0.026000767590276905,0.3867221169289702,0.018815490003372022,-0.5439647109967459,-0.2547758340939192,0.8741778108409044,0.728759608750713,0.21031074055459997,0.39353251501211356,0.3229755710075616,0.7233951351646427,0.765838323748601,-0.23687153562916552,-0.6401751528455183,0.8362746542371785,-0.906739222770837,-0.8733099274518755,-0.8731286385992021,-0.8914766661943285,-0.15044534090182485,-0.473794985596134,0.23477975090725595,0.46278668413707674,0.2224000918298565,-0.0012909791144300254,0.7234659032017002,0.9712510004275369,0.5695073996456413,0.626813372393176,0.49845481600860986,-0.9163268499166922,-0.8691837836453209,0.3818895772694832,-0.2330219985117792,-0.7094687599114411,0.707818892932121,-0.3078617870796706,-0.7071615287875206,0.4455519263819699,0.4544895261024137,0.8967057580207722,-0.7848217342465874,-0.9227171811399667,0.8646079025682316,-0.14859870477583687,0.5044475121277122,0.6441633775089954,0.8815584515147151,0.28649393082395896,0.4051199380543007,-0.32449525275898505,-0.8264672913641609,-0.7715769202573083,0.7102671908655415,0.9067991982280502,0.45343954065325814,0.45086176986632254,0.4050309463744061,0.30193881891215624,0.7214379353547717,1.0,0.2759901630660798,0.4034957640397007
